ID,Text,Aspects,TokenCount
605,"Semi is probably the most important product in the global transition to electric vehicles. If Tesla can deliver on promised specs price, this will transform the global supply chain. Very exciting!!! TSLA electrek.co Tesla Semi electric truck is finally nearing production After years of delays, Tesla is finally getting closer to the start of production of Tesla Semi, its all-electric semi-truck....",,41
606,Seriously can something be done about Morrisons gross neglect... 830 million for phantom submarines..gross neglect of Aged Care...climate change!!!,,16
607,"Session 6 of the Green Rose today, Congratulations to Birchall Foodservice, Festive Lights Ltd and Group 55 for completing the programme. 1",,16
608,"Sharply rising prices for gas CO2 allowances make electricity more and more expensive. Now a coal shortage is making the situation even worse. In GER, a power plant had to shut down because there was no more fuel. Whether this remains an isolated case is completely open. Welt",,27
609,"She is from my riding. Yes l agree. I had the chance to stop and talk with a few times. She shut down the coal burning electricity producing plants in the Province. We don't get smog days anymore. Things are much greener and lusher, water quality has improved.",,26
610,"Should I be concerned about lead-based paint? The Centers for Disease Control and Environmental Protection Agency warn that lead exposure can cause serious health problems, including birth defects, digestive and nervous system disorders and cardiovascular problems.",,26
611,"Silent Spring inspired the fledgling environmental movement. In 1967, the Environmental Defense Fund organized in 1970, President Richard M. Nixon created the Environmental Protection Agency. In 1972, the U.S. banned the use of DDT. Thank you HC Richardson , for the 411. 1",,29
612,"Similar situation in Germany from different causes, as they have shut down clean nuclear plants due to unscientific public demands coal use has increased dramatically. No Government is truly taking climate change seriously and they have little personal incentive",,26
613,Small Modular Reactors could present specific benefits in terms of affordability and time to market for newcomer countries that do not currently use nuclear energy. Our report explains GIF,,20
614,"Small piece with Siegfriedevens about the crucial role of in energy in East and West: kth.se Why Water Matters for Nuclear Power We tend to associate nuclear power plants with many different things: smoking cooling towers, Homer Simpson-like operators, or dramatic TV series like HBO s Chernobyl. But something people generall",,38
615,So Good is good motors is phasing out internal combustion engine vehicles as they have patnered with jetmotorcompany to launch Electric vehicles Now their drivers will really take the Pilot tag personal,,19
616,"So JoeBiden many can't pay for food, utilities or housing. You won't end inflationary spending but you gave 10k to relatively well off college students. Instead of affordable gas you want 'clean energy tax credits' for unprofitable industries. We can't afford you any more.",,26
617,"So a male climate change activitist dressed as a women in a wheel chair creampied the monalisa bc of climate?? This is the whole leftists movement right here, they believe they can behave anyway they want in society!!",,21
618,"So basically, Ukrainians are being held hostage and being slaughtered because countries who CAN do something to stop it, WILL NOT. Why? Russian oil and gas. So keep killing instead of transitioning to clean energy, which is FREE, from the sun, and wind, and ocean. Make sense?",,23
619,So her main focus is not to stop the environmental catastrophe and protect vulnerable people but to stop the people raising awareness and those in need. She is a truly awful individual. And clearly so intellectually limited she does not see the irony,,21
620,So if coal NG prices keep going up with an amplifying effect then our plants will have to be shut down. We will have tough winters. Especially In villages as our irrigation is also dependent on power agriculture can be affected.,,19
621,"So much is happening to tackle climate change - renewable energy, electric vehicles, conservation agriculture, community action, environmental protection - but we really need the political will to harness the work to get emissions down and keep heating below 1.5-2 degrees.",,28
622,"So so far this G7 trip, ScottMorrisonMP has been told: By the US UK our historic investors that they determine our relationship with China, not him By all that Oz need a better climate change policy - to which he's agreed to shut down coal power plants if CCS doesn't work",,25
623,So these test kits are contaminated with Ethylene oxide EO . An environmental pollutant toxic to humans. Multiple studies show that EO increases the risk of several types of cancer. The The Environmental Protection Agency EPA classified the chemical as a human carcinogen 1,,28
624,"So think of it like this if your in a republican state the only coast cities south carolina oregon. Federally the north has some programs club fed, environmental protection agency, cia fbi. I wonder if chapo is in Leavenworth kansas. Chicago's number 1 public enemy's",,28
625,"So, assuming that the coal plants are just shut down immediately, where does the power come from until the new infrastructure is in place. Do you propose that people just freeze in the dark in the interim? Will you stop using electricity so that someone in need will have it?",,20
626,"So, would I be correct in assuming you don't know the first thing about energy issues and are just trolling here? How many coal plants have you shut down? I was only involved in stopping 5, others have a much better track record. Maybe you're one of them? Share your",,24
627,Solutions for climate crisis: what do young people have to say? Join our webinar! Young Voices on Nuclear Energy's Contribution to a World 22 June14:00 CET,,18
628,"Some 100 farmers and 50 companies, including Meat Industry Ireland, Dairy Industry Ireland, Bord Bia, the Environmental Protection Agency and a number of co-ops are involved in the programme. farmersjournal.ie Duffy chairs Signpost steering group The programme includes 100 farmers and 50 companies and organisations and aims to lead the way on climate change. 3",,41
629,"Some key priorities for reconciliation bill: 1. decarbonizing electricity w tax credits a reconciliation-friendly alternative to clean electricity standard 2. pushing electric vehicles over tipping point w consumer rebates, manufacturing support, and charger network build out",,30
630,"Some liberal policy writers are coalescing around an agenda of clean-energy abundance, dramatically increased high-skill immigration, loosened zoning restrictions, and improved mass transit. I am not sure they realize who the biggest right-wing roadblock is going to be.",,27
631,"Some went very wrong in the early 1970s. We had developed interplanetary spaceflight, supersonic passenger jets, and were about to have a mass rollout of nuclear energy that would've helped us solve climate change by now. Then it was all tossed away for no good reason.",,24
632,"Sopagna, aged 16 from is one of inspirational young leaders. His project 'Cyclo Day' raises awareness of environmental issues green mobility, promoting cyclos as a Cambodian solution to a cleaner environment. Find out more about him in this 4",,24
633,"Source of life, biodiversity and clean energy If we protect the oceans, we protect the planet. Let's care for the treasures in our seas! 34 314 4,524",,17
634,"Sparking the interest and imagination of the next generation is one of the best possible uses of any space. Two of our malls - MallofEmirates and CityCtrMirdif will house pop-ups from ev lab this month and next, showcasing the present and future of electric vehicles.",,26
635,"Spiking prices provide yet another tailwind for as cost of baseload from gas-fired power plants continues to rise. 24 7 Stephen Stapczynski SStapczynski Jun 29, 2021 BOOM European natural gas prices extend rally to a fresh 13-year high after Russia didn't book extra pipeline capacity via Ukraine for July The absence of extra flows will constrict an already tight market, intensifying competition between Europe and Asia for LNG Show this thread",,55
636,Spreading the love for the environment to the new generation and inspire students to act for it in order to bring the change in our communities. Let s bring environmental awareness in schools!,,17
637,"Star Wars 1313 LucasArts, canceled in 2013 Video used to visually communicate the 1313 Animation High Bar, highlighting the three animation pillars: Environmental Interactions, Situational Awareness and Character Relationships.",,24
638,Stop whatever you are doing and sign this petition calling for Ontario to tax all of the emissions of its gas plants and use the proceeds to fund ultra low carbon nuclear energy Ontario's proven deep decarbonisation tool. taxthegas.org Take Action Tax the Gas,,29
639,"Stronger limits on soot pollution can save lives, advance environmental justice and help stabilize the climate. Like and share this video to spread awareness! cc: actonclimateUS 0:27 225 views 3 4 2,133",,27
640,"Students from ischool gs123 have begun conducting sea turtle nest monitoring surveys in R.Vandhoo under the guidance of Environmental Protection Agency, facilitated by the McepMv funded by the WorldBank . 1 7",,22
641,"Subsidising electric vehicles efficient hybrids is genuinely a solid way to get more people to take them up as their current vehicles approach end of life. There needs to be work done on our not that green power generation first, though, bc coal to replace petrol is daft",,29
642,"Super thread on nuclear energy. Balaji Vaidyanath nbalajiv Jul 6, 2021 A humble prediction. Seeds are being sown around the world for a comeback of nuclear energy. In the next decade, we can see government s around the world approving more nuclear reactors as they realize they aren t going anywhere near net carbon zero with wind and solar. Show this thread",,39
643,Surface flooding today is a good reminder that the rains gonna keep coming due to climate change replanting wetlands and day lighting streams are essential,,18
644,"Surge in environmental awareness increase in concerns among organizations individuals about global warming can drive global green technology sustainability market to rise from 8.79 billion in 2019 to reach 48.36 billion by 2027, growing at a CAGR of 24.3 during 2020-27.",,32
645,"Switching to an electric car is one of the most impactful clean energy actions your household can take. Join me in pledging to make your next car electric! generation180.org Electrify Your Ride - Generation180 Driving electric can save you money over time, improve your community s air and health, and is a great way for you to take part in the transition to clean energy.",,37
646,"TATAMOTORS TO INTRODUCE 10 NEW BATTERY ELECTRIC VEHICLES BY 2025. N CHANDRASEKARAN, CHAIRMAN, TATACOMPANIES SAYS TATAMOTORS WILL LEAD THE CHANGE IN THE INDIAN MKT AND WILL BE THE TORCH-BEARER FOR GREEN MOBILITY.",,22
647,"THREAD: To ensure that our children and grandchildren have a livable planet, we need to accelerate the transition away from fossil fuels toward a clean energy economy.",,16
648,"THURS Americans for a Clean Energy Grid's Rob Gramlich RobGramlichDC will discuss the reliability of our electrical grid, how increased summer usage can test that reliability, and efforts by Washington to have more people depend on electricity. Watch live at 9:15am ET!",,27
649,"TO TSLAQQ Australia ""Firefighters have successfully completed the operation of opening all doors to the container of the battery, with no sign of fire,"" the CFA said in an update. Environmental Protection Agency said monitoring had shown ""good air quality"" near homes. TSLA 3",,28
650,"TVA plans to shut down all it coal powered power plants by 2035. That's impressive. If y'all know the history of TVA, you would say so too.",,14
651,Taking plastic out of the ocean Building electric vehicles and chargers Protecting whale populations Cash incentives for eco-friendly home upgrades Combating wildfires floods Cleaning up inactive oil wells EnvironmentWeek,,24
652,"Tamil Nadu continues to face neglect in the exams conducted by Union govt. How could the union govt adopt this kind of approach to a state that ranks first in higher education ? Nuclear energy department, announce an examination centre for TN immediately DAEIndia",,29
653,Tata Group is going big in Clean Energy and e-Mobility. Tata Motors is going to introduce 10 New battery electric vehicles by 2025. Tata Power won't add any capacity in coal-based plants. Tata Power Solar is having ambitious goals for their roof-top segment.,,33
654,"Tata Mumbai Marathon 2023! TMM 2023 had early birds and late risers alike bustling on the streets of Mumbai in the morning: Raising awareness, fundraising for social and environmental causes, running marathons, half-marathons, dream runs and cheering on fellow citizens!",,30
655,"Teenage life in Leakey, Texas. 1973 Marc St. Gil St. Gil was one of the photographers commissioned by the Environmental Protection Agency to document American life in the 1970s as part of the Documerica project.",,23
656,"Teflon is manufactured by DuPont. It contains C8, which is a likely human carcinogen, according to the Environmental Protection Agency.",,12
657,"Tell them: Fair rates before rate hikes. Permanently end disconnections for the most vulnerable. Mass weatherization to protect our communities from extreme weather. Shut down our coal plant by 2030. SWU swujustice Aug 11, 2021 Tomorrow. CPS Energy Tele- Town. Speak up about the cities energy future.",,33
658,"Telling people that hedgies are responsible because they shut down nuclear power plants and peak load coal plants, ran CO2 to the moon on purpose supply 100 controlled by the EU and sanctioned Nordstream II will be... a tough sell I guess Javier Blas JavierBlas Sep 13, 2021 One big difference between today and 2008 in commodity markets: policymakers and lawmakers have not as yet blamed hedge funds, speculators and long-only funds for the price rally. And the CFTC hasn't launched yet a nationwide investigation",,55
659,"Telsa in Pakistan...What a start to a green journey...Road to Electric Vehicles...43 pollution is due to road transport...By 2030 70 public transport vehicles in Pakistan will be EV... 137 490 2,828",,24
660,"Tesla s Supercharger network will be open to other electric vehicles this year, CEO Elon Musk says. TSLA",,12
661,"Thank you US Environmental Protection Agency EPA for honoring our commitment to innovate, invest in, and transition to renewable electricity. As we work toward our goal of purchasing 100 renewable electricity globally by",,21
662,"Thanks Gen Atomic . Loving my new shirt! Save a tree, split an atom. I'm an Ontarian old enough to remember ""smog days"". We shut down the dirty coal plants that were causing them, and nuclear power largely replaced them. No more smog days. What's not",,27
663,"That does not change the fact that, technically speaking, Germany could have shut down much more coal plants if they had not decided to shut down nuclear plants in 2011.",,15
664,"That is what happens when you shut down coal plants. ProudArmyBrat leslibless Jun 20, 2021 California just told everyone to not charge their electric cars due to power shortage.",,18
665,"That was awful - kept with it to the end but worse concert I have ever seen for a Jubilee, especially the climate change BS.",,12
666,"That's a lovely sentiment. Except the data shows, overwhelmingly, that when countries shut down Nuclear Power Plants what replaces them isn't solar, wind, or anything else green. Instead it is coal that gets used. In Japan and Germany both. 2",,24
667,"The ""climate change"" narrative believers are certainly out in force this morning. Would this be because their original narrative of ""global warming"" has gone awry and mother nature will have her way, no matter what the doom-sayers tell us?",,22
668,"The 11th U.S. Circuit Court of Appeals has upheld the convictions of a Birmingham, Alabama, lawyer and an Alabama coal company executive in a scheme to bribe a state legislator to thwart U.S. Environmental Protection",,22
669,"The 11th U.S. Circuit Court of Appeals has upheld the convictions of a Birmingham, Alabama, lawyer and an Alabama coal company executive in a scheme to bribe a state legislator to thwart U.S. Environmental Protection Agency cleanup efforts.",,25
670,"The 2020 Water Quality Report is now available online. Data gathered from ongoing testing confirms Irving s tap water is safe to drink, and it meets or exceeds all standards set by the U.S. Environmental Protection Agency.",,24
671,"The 3rd act of Ghostbusters pretty much hinges on the mayor of New York City going ""yeah there's probably some votes in this"" and his priest mate going ""yup JC would've totes wanted you to secure the small business vote"". Oh and the ENVIRONMENTAL PROTECTION AGENCY is the BAD GUY",,32
672,The American Jobs Plan will invest in cleantech and supercharge U.S. manufacturing in sectors like advanced batteries and electric vehicles. And the United States is committed to accelerating clean energy innovation to make netzero cheaper and faster all around the world.,,27
673,The Bleeding Of Earth is an environmental photography project that has grown out of an on-going interest in nature photography and its potential as a tool for raising awareness about environmental issues and solutions. This project concluded with 10 Genesis Bodies of works.,,23
674,The Climate Bill doesn't even take the first step of removing barriers the legislature themselves put in the way of a zero emissions future. Ireland's ban on domestic nuclear energy while welcoming it from abroad is inane and should be removed. Transformational,,24
675,"The Colo. Chamber of Commerce that fought Climate Change legislation and Worker's Right bills just this last session also endorsed Katie March. They also endorsed Republican Leaders Hugh McKean Paul Lundeen who killed and gutted Democratic priorities. Again, why? 4 8",,30
676,The Danish Environmental Protection Agency has informed Energinet that it may resume construction work on in certain parts of Denmark despite the revocation of the environmental permit offshore-energy.biz Baltic Pipe construction to continue in certain Danish areas The Danish Environmental Protection Agency has informed Energinet that the Baltic Pipe project can resume construction works in certain parts across Denmark despite the repeal of the environmental...,,46
677,The EPA Needs To Reject Louisiana s Regional Haze Plan Until It Complies With The Clean Air Act: Environmental groups such as the Sierra Club and the National Parks Conservation Association want the Environmental Protection Agency to,,23
678,"The Earth is 5,000,000,000 years old. Humans have been here for 200,000. There is climate change but not caused by us. There were ice ages before humans. The climate would change if there were no humans on the planet.",,22
679,"The Environmental Protection Agency has reached a settlement to restore portions of the Duchesne River and floodplain on the Uintah and Ouray Reservation. In July 2019, two landowners allegedly engaged in activities in violation of the Clean Water Act. kuer.org AM News Brief: Protest Fines, Duchesne River Settlement Sage Grouse Ruling The latest Utah news from Friday morning, June 11, 2021. 1",,45
680,"The General Manager of Kaduna, State Environmental Protection Authority, Maimuna Zakari with staff of KEPA, community leaders and various stakeholders hit the streets in some communities for a plastic mop up exercise to create awareness on the disadvantages plastic 1",,26
681,"The Govt is exploring ways to remove China s state-owned nuclear energy company from all future power projects in the UK, including the consortium planning to build the new 20bn Sizewell nuclear power station in Suffolk, according to people close to the discussions.",,29
682,The Highlands have been added to the Scottish Environmental Protection Agency s Sepa list of areas currently at risk of flooding due to wet weather conditions.,,16
683,"The Liberals hey: They all supported Morrison s misogyny, his hatred of the poor climate change, they all backed his lies on the economy, in fact they all went to an election with all that to be proud of. Now its if can t beat them join them, give us a fucking spell will ya",,23
684,The Mabira Forest Brunch is an initiative by a group of nature lovers aimed at Environmental awareness. At a fee of only 100k you get to explore and enjoy the wilderness like never before.,,18
685,"The NPT is an international treaty created to prevent the spread of nuclear weapons, and to promote the peaceful uses of nuclear energy. Peace is worth striving for.",,16
686,The Nebraska Corn Growers Association and the Nebraska Corn Board are disappointed by the D.C. Circuit Court of Appeals decision today which reversed a 2019 rule by the Environmental Protection Agency that lifted outdated restrictions on E15. nebraska.tv Nebraska Corn disappointed with court's decision to reverse year-round E15 Rule The Nebraska Corn Growers Association NeCGA and the Nebraska Corn Board NCB are disappointed by the D. C. Circuit Court of Appeals decision today which reversed a 2019 rule by the Environmental... 1,,57
687,"The New South Wales Environmental Protection Agency has asked the public to think carefully about the amount and location of mouse bait being used, after an investigation confirmed that some birds in the central west of the state had died after ingesting the bait.",,24
688,"The Sines coal plant in Portugal has been shut down nine years ahead of schedule, reducing the country s carbon emissions by 12 . A second and final plant is due to close in November which will make Portugal the fourth European country to eliminate",,26
689,"The U.S Environmental Protection Agency EPA announced they are sunsetting the ENERGY STAR reflective roof program effective June 1, 2022. In this SpecTopics post, you can find important information and updates about the ENERGY STAR phase out. Read more: 1",,27
690,"The U.S. Court of Appeals for the DC Circuit last week struck down a Trump-era rule that allowed for year-round sales of E15, saying the Environmental Protection Agency EPA exceeded its authority by lifting summertime restrictions on the sale of E15. convenience.org E15 Year-Round Sales Rule Nixed by U.S. Appeal Court Farm and biofuel groups say they will appeal the decision. 1",,46
691,"The U.S. Environmental Protection Agency EPA is announcing the Multipurpose Grant to support states, Tribes and territories in addressing high-priority environmental issues: iowawatercenter.org EPA Announces 10 Million Available for States, Tribes and Territories to Address Environmental... The U.S. Environmental Protection Agency is announcing the Multipurpose Grant funding to support areas to address",,40
692,"The U.S. FDA ,U.S. Environmental Protection Agency EPA , and U.S. Department of Agriculture USDA ensure that GMOs are safe for human, plant, and animal health. These agencies also monitor the impact of GMOs on the environment. 1",,25
693,"The U.S. can cut its emissions in half by 2030 using policies like clean energy tax credits, power sector standards, end-use equipment rebates, and Read: carbonbrief.org Guest post: How the US can cut its emissions in half by 2030 - Carbon Brief In 2021, the US raised its Paris climate pledge, committing to cut its greenhouse gas GHG emissions to 50-52 below 2005 levels by 2030.",,48
694,"The UP ECOSYSTEMSS is cordially inviting you to our National Environmental Awareness Month Commemoration with the theme: "" """,,9
695,The ambassadors of the Friends of Nuclear Energy met today had the pleasure to welcome DG rafaelmgrossi who shared his views on nuclear energy The FoNE supports iaeaorg activities on nuclear energy including promising developments related to climate,,25
696,"The cheapest, quickest, most effective way to bring down energy prices is to invest in CLEAN ENERGY. And guess what: voters support those investments by big margins! ALT",,17
697,"The choices we make every day shape the future we give to our children. As a scientist and congressman, Sean has dedicated his life to fighting climate change. We need to fight to give our children a healthy planet.",,22
698,The city owns CPS Energy and Mayor Nirenberg also serves on the CPS Energy board of trustees. Mayor Nirenberg should use his position to convince CPS Energy to work with the community to determine how and when to shut down the Spruce coal plant.,,26
699,"The coal coming out of the Turow mine is apparently so bad, it can't be burned in the new unit built to burn it. may be breaking a court order to shut down its destructive mine and the plant it feeds, but it's incompetence will be the end of it eventually anyway. Greenpeace Polska Greenpeace PL Jul 19, 2021 Jednak SasinJacek i Grupa PGE nie spal naszej przysz o ci w Nowy blok za 4,3 miliarda z otych nie dzia a. Ale nie dlatego, e chce chroni klimat, a dlatego, e blok jest fuszerk . Kiedy SasinJacek przestanie ok amywa mieszka c w, e w giel ma przysz o ? Show this thread ALT",,78
700,The cost of nuclear energy is just one of the many reasons it is not a viable solution to our energy needs DTE CEO Jerry Norcia on the economics of nuclear energy athf3.org DTE CEO Jerry Norcia on the economics of nuclear energy The cost of nuclear energy is just one of the many reasons it is not a viable solution to our energy needs The cost of making electricity from natural gas would have to increase from 3,,44
701,The culmination of the rally has a day-long effort of riding spreading awareness to save the environment gift the bounty of clean energy by riding bicycles.,,16
702,"The decarbonization part of the legislation specifically affects Springfield's CWLP coal fired power plant, and a few others. And if it gets enacted and cwlp has to shut down its power plant before the bonds are paid off, we'll be paying for bonds plus buying electricity. Hannah Meisel hannahmeisel Jun 1, 2021 YET another update on the chances of possible omnibus energy legislation from Senate President DonHarmonIL. Exelon part already widely known for most of 24 hours but this is new: ""We also stand with the governor on de-carbonization targets that need to be in a final deal.""",,59
703,"The digitalplanet podcast is now on BBCSounds . This week we ve been talking about protecting women online with snazzyazzy webfoundation arzugeybulla , dissolvable pacemakers from NorthwesternU and JasonHosken on microplastics from electric vehicles Tyre Collective.",,20
704,"The electorate have short memories, all this celebration we have elected Teals, Greens, minors and Indys to do something about climate change? Arrant nonsense. Rudd was elected to do just that! As was Gillard! Vested interests and Shane Stone gong recipient Credlin fooled you all",,25
705,"The enemy is also employing PSYOP in its war on climate action. It has promoted the narrative that climate-change impacts will be mild, innocuous, easily adapted to MichaelEMann Sounds like Covid gun violence!",,22
706,"The environment sector has lost a cadre, a true environmental steward who played a critical role in raising environmental awareness through mass media. You will be sadly missed. tawandagudhlanga",,18
707,The facility at the location of a closed coal plant should have never been approved. Little Village residents did not fight for years to shut down one polluter just to have the city of Chicago approve another one.,,20
708,"The failings of the CPS and TX grid this winter resulted in the deaths of 700 Texans. Now CPS are trying to request a rate rise from the SA City Council. Tell em to jack off, and to shut down their coal plant while they're doing it: actionnetwork.org No rate hikes, no disconnects, shut down Spruce! Our grassroots coalition is on the ground talking to neighbors and bringing awareness to changes coming to CPS Energy in the form of a rate increase and disconnections for non-payment that could...",,48
709,"The gate, the economic bridge that takes us from ""dirty"" to ""clean"" energy, as defined by the World Economic Forum, was SARS-CoV-2.",,15
710,"The idea here is simple: electric vehicles are not green. If gasoline and diesel cars did not exist, environmentalists would have advocated getting rid of electric vehicles.",,16
711,The mitigation potential for those 120 facilities is significant: over 50 metric tons of methane per hour. That s equivalent to about 5 of the U.S. Environmental Protection Agency s estimates of all methane emissions from oil and gas production in the entire United,,25
712,The news this morning is full of weather warnings. I'm so grateful we've finally got a government that hopefully will work with the Greens and independents to combat climate change.,,16
713,"The next step from here will be that real red-blooded American men don t drive electric vehicles, or something.",,11
714,"The participants in the program organized by SomEnviroForum that talked about the ""Role of Media in Raising Environmental Awareness Reporting Climate Change Issues in Somalia"" were asked questions for the honorable guests of the panel discussions KhadijaMakhzumi JustAwHirsi 267",,24
715,"The path to exceeding 1.5C of warming can be reverse in no time through ending fossil fuels, sustainable farming systems,use of clean energy sources etc.",,18
716,"The planning system has a key role to play in facilitating Northern Ireland s clean energy transition, it's been claimed. The message was delivered at the latest NIChamber Energy Forum event with soni ltd",,21
717,The platty joobs talking about climate change while the U.K. approved a new gas field yesterday and the Queen lobbies to make her land exempt from environmental policy and Prince William blames overpopulation in Africa is the last fucking straw I m gonna have a stroke,,29
718,"The power of the sea. The energy of our oceans and nature a perfect partnership. Always prioritizing and protecting marine animals. For a with more and a clean energy future 26 261 2,416",,19
719,"The prices of used electric vehicles have leapt in response to the Government announcing its subsidy of up to 3,450 a car, the country's biggest secondhand car importers say Newsroom Pro newsroom.co.nz Car dealers warn of expensive challenges rolling out subsidised EVs The Government is watching closely for attempts to hike prices to take advantage of its new subsidy on electric vehicles.",,43
720,"The renewable energy certificate REC market is broken. We're working on a solution. If you're new to RECs or RMI's approach to fixing the market, read our Clean Energy 101 piece below. We welcome your feedback on the approach until June 10! rmi.org Clean Energy 101: The REC Market - RMI Amid a drumbeat of expert studies calling for urgent climate action, underscored by increasingly frequent extreme weather events and natural disasters, people across the United States are looking for...",,53
721,The rich and varied biological landscape and heightened environmental awareness have encouraged Alentejo wine producers to adopt organic and biodynamic farming. alentejo alentejowasp,,17
722,"The scope of housing needs for people with incomes less than 30,000 is so massive that it's truly daunting to many. In response, I am confronted by public servants and elected officials using their power to hide the scope of the problem. Is this how it is with climate change?",,25
723,"The screeching and constant repeating like crazed cockatoos of tanya plibersek appointment to the environment portfolio, from Murdoch, is further proof they and the LNP, are oblivious to Australian s focusing on our environment and climate change.",,20
724,"The solution to gun violence is simple, vote for Democrats. The solution for women s rights is simple, vote for Democrats. The solution to climate change is simple, vote for Democrats. The solution to equal rights is simple, vote for Democrats.",,24
725,"The state legislature Tuesday and Wednesday will vote on clean energy legislation that is rumored to grant sweeping eminent domain powers to private energy companies, shut down coal power plants by 2035 and significantly increase costs on",,25
726,"The tide is shifting. Few understand this. Electric vehicles are going mainstream, whether you like it or not.",,9
727,"The whole underpinning premise of climate change is an erroneous presumption that the climate doesn't change, and that humans seriously negatively impact weather events. Ludicrous.",,16
728,"The workshop series organized by the Trinidad Tobago National Commission for UNESCO links education to real-life issues such as climate change to find effective context-based solutions. By 2025, aims to integrate environmental education into the curriculum.",,26
729,"The world's oceans are a critical tool in the fight against climate change. Our oceans capture carbon, power economies, and supply over half of the Earth s oxygen. On this World Oceans Day, let's act to conserve, protect, and restore our ocean.",,25
730,"There s WHO s Green Manifesto prescribes solutions to keep our people healthy. On we call on governments to protect nature, support clean energy, reduce pollution, build sustainable food systems healthier cities From World Health Organization WHO",,25
731,There s an annoying contingent on policy wonk Twitter that loves pushing this narrative that climate change can just be managed. We don t know that it can be managed at all. All the planet s oceans turning into Diet Coke and rainforests into desert is in fact cataclysmic,,22
732,"They are likely to act upon this desire by actively participating in programs, and lobbying for better which protect for birds and other 1",,12
733,They couldn't have pulled off idiotic things like 'Covid' and 'climate change' in the 1970's or 1980's because people were not stupid back then.,,12
734,"They're blaming monkey pox and climate change on human activities. They said they have identified the source of the problem for sure, and that it is, people! ""Klaus Schwab's daughter wants governments to create pestilence policies for climate change."" I kid you not.",,24
735,Think prairie energy fossil energy? Think again. Prairie provinces are transitioning from top fossil fuel producers to clean-energy powerhouses. davidsuzuki.org A sunny outlook for energy on Canada s windy Prairies - David Suzuki Foundation A David Suzuki Foundation study found Canada s Prairie provinces could be clean energy superpowers.,,39
736,"This event is being hosted by BWXTech president John MacQuarrie right at its Cambridge facility, which produces steam generators for Bruce Power and other nuclear energy companies.",,17
737,"This growing interest in wildlife tourism the economic benefits that come along with it,can change community attitudes towards conservation raise environmental awareness among them. It can lead them to appreciate it more become invested in protecting it.",,22
738,This isn t your ordinary racing championship game. Extreme-E is bringing environmental awareness to the racing sports industry by using electric cars. See them in action in Senegal here:,,18
739,This man built an eco-friendly and self-sufficient home out of local upcycled materials to bring awareness to environmental pollution 3 25 70 34.8K,,19
740,"This may be the first time I've ever seen a carbon price actually force an operating coal plant to shut down early anywhere in the world Better late than never I guess Europe Beyond Coal EurBeyondCoal Jun 7, 2021 Chemnitz-Nord coal plant will stop burning lignite 6 yrs early due to high carbon permits prices Bad news is the operator plans pivot to fossil gas govt still plans to give blns of euros to lignite operators to close their failed plants",,60
741,"This meeting is about electric vehicles company where is the investor. TheDeverakonda TheSaiKimmyVijaySaiDeverakonda the rowdy girl Jun 19, 2021 My love towards uh it's unconditional Chinnubabe TheDeverakonda ela chepanu.naa madilo unna prema ninnu kalisaka ninnu chustu cheppe skhanalu kosam wait chestunna kanna. by baba grace it will come asap TheDeverakonda ALT",,40
742,"This once-shuttered plant should be one among many across the U.S. But it s not because Republicans in Congress have done everything they can to oppose funding for electric vehicles. As a result, more than 50 of EVs are built in China, while we settle for second place.",,23
743,This slide from today's PJM Clean Attribute Senior Task Force meeting has the potential to be one of the most profound steps forward in the clean energy transition I've seen and may mark a fundamental shift towards using markets to drive mass adoption of clean energy.,,30
744,This tragic case illustrates the need for more awareness and better resourcing of the crucial role played by environmental health professionals in tackling poor housing conditions in all types of tenure and thereby reducing ill health and saving lives. 2 2 2,,28
745,"This warehouse facility is a continuation of a toxic legacy that the former Crawford coal plant has left behind, said Edith. We are still seeing the effects of the coal plant that took 12 years to shut down. We are seeing the continuation from coal to diesel pollution.",,27
746,Though sorry to see that the story AGAIN features the usual suspects Ramana and Lyman who apparently have nothing else to ever contribute than to oppose nuclear energy. False balance Actually interesting focus would be whether this deal actually funds how many plants,,29
747,Three parts of the north Highlands have been placed in the most severe water scarcity level by the Scottish Environmental Protection Agency Sepa . pressandjournal.co.uk Parts of Highlands placed in most serious level for water scarcity Three parts of the north Highlands have been placed in the most severe water scarcity level by the Scottish Environmental Protection Agency Sepa . 1,,39
748,ThrowbackThursday. I think my first public engagement event was a Bath Science Cafe talk at the theravenofbath pub in 2009 using 3D glasses 3DspecsChem. I recall talking about green chemistry lithium batteries being used in electric vehicles within a decade!,,28
749,Tigray the cradle of Civilization home for the hard-working people who were fighting to combat desertification are dying from hunger due to war. UNGeneva UN sec council FAO UNFCCC ClimateGroup WHO EU Commission,,23
750,Time to shut down the climate emergency accelerator that is the Mountain Valley Pipeline. If finished it would add the equivalent of 23 new coal plants to VA s emissions. CCAN AppVoices vasierraclub stopthemvp NAACPVirginia POWHR Coalition Wild Virginia,,27
751,"To address the growing threat of vector-borne diseases to public health, CDC, 5 federal departments, and the Environmental Protection Agency developed a joint National Public Health Framework for the Prevention Control of Vector-Borne Diseases in Humans 2",,28
752,"To avoid pollution in India the great imVkohli showing his Liberal leanings lost the simple match No firecrackers in this world cup in India ianuragthakur , he must be rewarded for such environmental awareness",,20
753,"To fund infrastructure, SenateGOP is REFUSING any changes to the historically-low corporate tax rate. But they re DEMANDING higher taxes on gas and electric vehicles, more tolls, less Covid relief. Republicans are ALWAYS putting corporations ahead of the middle class.",,27
